"Data Source","World Development Indicators",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Gabon","GAB","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.78","8.76","9.6793762024","10.9294072275","10.7627707705","11.7194716293","11.9961255642","11.0284972646","13.0341030322","13.4451766636","11.7385223408","10.3989130628","11.4689791665","13.3041583301","13.0578087271","14.6580865505","",
"United Kingdom","GBR","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.69","79.58","79.2455052123","78.6240811226","74.5131427026","76.760647635","81.0084201456","78.5439337618","74.744582755","75.2066244314","76.8544372958","86.8811594407","88.7727632957","85.5729189827","88.6756125586","84.8582514069","",
"Georgia","GEO","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.46","3.81","4.5851016924","4.2099620434","4.8470067308","4.7560600268","5.3215218602","5.9662543847","6.1061866895","5.7657724485","5.9503893782","5.6773549312","5.5586892382","6.0105364187","6.6828015191","6.8371982117","",
"Ghana","GHA","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.48","12.64","17.5353365918","18.6215990186","19.0634681523","19.4555717593","21.6772326331","22.2996499944","20.8638860225","21.5761935621","22.7290762184","23.0636401924","20.228055663","20.5370669541","20.144084828","19.8442238835","",
"Gibraltar","GIB","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.610663147","2.885383065","2.8865990949","2.2415765821","2.2415765821","4.8786658284","3.4593096255","1.3296293911","2.6268803073","3.4437847201","3.4417203916","1.7154782432","3.2995805275","2.174314261","",
"Guinea","GIN","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.13","6.89","10.4586648409","9.9495082414","11.7676680593","11.969979989","9.0225185713","10.4181323341","10.6281317327","10.4059117548","10.7675941581","9.2791796574","11.0261103191","11.5085034011","9.5803930328","11.2329888406","",
"Gambia, The","GMB","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.91","6.13","4.393827728","4.1966338203","5.5698284764","6.0210974146","6.8389000081","6.5927345857","8.7544669084","10.539714889","10.600031611","10.3948913179","7.5212908037","6.1458613637","8.5159944265","6.9656097529","",
"Guinea-Bissau","GNB","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.12","5.19","5.4403964479","3.9981503203","3.7653026288","4.4973271757","4.4146288411","6.4010250992","5.0139236123","4.2677971321","5.5096901218","4.1547940188","4.0966645778","6.012029974","5.4930611514","4.5509665516","",
"Equatorial Guinea","GNQ","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.04","3.87","6.0916552078","5.7241400392","5.6215976721","5.6182692711","7.6012438093","8.3951811854","9.0739457508","8.9732102776","10.1926592525","11.116207406","5.6953622889","11.248498364","11.7269706058","12.205367657","",
"Greece","GRC","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.22","29.07","32.7998246675","24.3219646309","27.9565441438","33.5702929182","29.557611537","32.8237082079","41.9069476244","41.8740031888","45.2387572719","45.434839108","44.2939375985","45.3504881525","51.8840052102","60.9151547901","",
"Grenada","GRD","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.52","5.5248512367","6.8660676797","6.4160729038","5.5329880025","5.5292003684","5.1376060218","7.178721806","7.4465316331","7.3796899414","6.6688308454","7.1387391619","6.4519745873","7.6533389731","6.0846575403","",
"Greenland","GRL","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.32","2.32","2.01561419","","","","","","","1.7376111398","1.6987397695","2.3432689337","2.3432689337","2.1100005693","2.1100005693","2.1100005693","",
"Guatemala","GTM","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.28","13.85","19.5255643159","17.2709663314","16.4950641269","19.9711872392","20.8765034468","19.6876190461","14.5477103461","19.4756567785","19.9235942239","20.6372109911","22.0824309193","21.9456837379","25.6751172223","25.0947102032","",
"Guam","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","10.52","7.6894167714","8.7133333224","8.7570346875","9.7361461687","8.7510528051","9.1014492177","8.4316227815","9.3227048817","9.325629541","9.3257721523","9.6249472552","9.3059619954","8.3596360368","8.3048178165","",
"Guyana","GUY","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.54","4.37","7.8014370948","7.5708248518","8.3466100157","8.5032776346","12.0154964425","10.9784711581","8.4091389159","8.7265346155","8.8249832695","9.041883568","10.1116544464","9.9475364513","10.0851930633","9.2258518677","",
"High income","HIC","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.42","96.78","83.8776302502","89.8552544805","97.6509722274","89.1093825949","90.9564490909","95.8848466552","91.7007082044","91.3866737442","93.1145235814","94.2249473076","91.0712575132","89.1561932681","93.536463041","89.4699653329","",
"Honduras","HND","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.11","8.64","12.1277313983","12.3078123921","11.407937414","13.4184594791","13.1967781736","12.4098092633","12.4196157497","13.6392033903","14.0505427005","13.3124158659","14.1651189314","14.4268164544","13.3212501218","13.3838024617","",
"Heavily indebted poor countries (HIPC)","HPC","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.58","12.19","10.7488705936","11.8418491951","13.8711611558","8.6209957452","18.0970653902","19.0597679911","19.617669224","18.9424762124","20.8778045905","23.6090899123","26.654882223","30.3583712692","32.1970725296","35.593549978","",
"Haiti","HTI","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.91","3.43","4.1793955446","3.6120318959","4.3589573493","6.1361366799","5.077925152","7.2694529097","8.2910026869","8.7731686492","9.54782863","9.8252298595","10.315221121","10.9718221546","10.5885609264","11.1232428124","",
"Hungary","HUN","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.88","28.84","31.9097145588","32.480000596","33.0458785349","34.9857919853","32.9893138463","34.3029167383","33.6941859172","36.0341173359","34.8731928404","35.695660604","33.8983524226","42.5107459226","45.682466051","44.3597160987","",
"IDA only","IDX","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.14","36.88","40.9834428201","44.2648159325","46.7586158966","48.2439757621","47.5990156866","48.9044507322","45.9403306307","46.0860837734","46.3977113586","49.3987878462","57.1816900283","54.6283095247","55.3062914568","55.5384194623","",
"Not classified","INX","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.78","9.66","10.5296062496","12.0831199047","11.0567201775","9.2337623702","10.3348730989","7.6547239125","12.2963433728","11.5429033543","11.7684192702","11.7675706444","12.6831906415","11.5435808768","12.1483184732","14.5897221943","",
"Iran, Islamic Rep.","IRN","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.69","14.23","20.5276736008","27.4521455654","19.1526199988","26.7238583904","30.3918823953","28.0336969868","24.5517793193","23.9730669726","18.8033434132","19.7163982346","31.3605089011","36.843420056","38.2419029944","19.7990660382","",
"Iraq","IRQ","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.63","3.6803833411","3.5569105882","3.2821807503","4.4527476674","5.4244497831","5.9695158188","5.7748536852","6.5553980631","9.2313109794","8.3233384864","11.8531005546","22.8940575962","21.7435184875","24.6555267167","",
"Iceland","ISL","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72","4.88","5.6643807358","5.8135638774","5.9139751582","5.7443582791","5.3392646202","5.3392646202","5.5556339437","5.6818385398","5.8335633833","5.730697682","5.9831068742","5.5251327133","5.9329176785","4.4201549053","",
"Israel","ISR","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.37","20.06","23.8293699874","24.2021272597","22.6757180958","25.103916341","25.1553892603","26.7790839567","29.6699654686","31.4683132789","30.4562251942","31.3804267266","33.0317872458","37.4308677184","40.6223739809","42.8747843884","",
"Italy","ITA","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.13","62.2","60.4297997242","60.1066258101","59.3975434691","63.8330131107","55.6886909842","65.3375867957","66.0711838576","65.5194160912","65.4141043247","64.989119559","64.9487227053","65.0478513385","64.9641795363","72.7902351387","",
"Jamaica","JAM","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.32","21.99","26.2119400332","22.6891377451","21.6271763527","23.5649559212","23.3681719483","23.1211280525","24.1066966397","27.207188874","26.6426803088","32.4260512003","24.101218021","31.0867247776","32.0552025082","33.1949001028","",
"Jordan","JOR","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","13.42","17.7341330869","21.5240589351","19.2249772798","23.000897442","22.4841950771","22.6687868979","21.7597942919","21.1973102816","20.6541954006","21.8652310133","26.5540547494","26.147071885","32.316601368","33.9309822795","",
"Japan","JPN","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.15","66.73","75.4913919379","75.2550993875","73.6972246123","69.8419485586","72.4400774085","71.9200302403","67.4846823599","67.4215355828","64.8723311053","74.753022762","76.6820379932","69.3436707793","71.0544537491","71.2161164798","",
"Kazakhstan","KAZ","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.59","8.98","12.7496195778","12.8709472366","11.6642113083","14.3855923861","14.7751998042","15.9145692945","15.0855645881","14.207777561","14.4921455827","14.6751455948","15.2920920045","16.0450704084","21.4005367022","16.9835679652","",
"Kyrgyz Republic","KGZ","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.89","3.25","3.6007462211","4.1604267653","6.7177623968","4.6789485032","6.0993409057","5.8477816102","3.6155302711","5.9986556804","5.9552590761","7.5726453048","9.1568974158","9.0254909087","8.352461661","7.9980992061","",
"Kiribati","KIR","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.06","3.28","","","","3.6213090348","4.3594600892","4.0492899542","4.0492899542","5.8045037024","3.8248956032","4.7285877765","5.5833640801","5.8320878637","5.782755284","2.0127176252","",
"St. Kitts and Nevis","KNA","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.49","5.32","3.0792761813","4.4130092647","4.3245889456","5.0273148064","5.0273148064","4.2323977086","4.2321086523","3.8207521298","4.9829781871","5.1825163075","6.182382905","6.3823172588","6.3814002527","6.6355896996","",
"Korea, Rep.","KOR","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.68","73.03","68.4612151281","69.8737727197","72.6109641458","75.1692544361","74.5187222338","88.7901360627","90.2612014442","90.3587609558","94.0859067634","98.3157271368","99.8070062212","98.5288122809","102.2894103668","105.1142804019","",
"Kuwait","KWT","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.87","6.77","11.7138971206","11.5858690363","12.0178260193","12.6566176177","11.6595592243","10.4635250467","10.1807812985","10.0593934408","12.2797741104","11.6501614045","12.3746817912","10.7579711279","10.8506879505","12.5848852215","",
"Latin America & Caribbean (excluding high income)","LAC","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.57","12.53","21.267257701","25.358276251","21.3529643023","25.8452199101","25.6974392593","30.3484258346","37.1400241092","36.004494634","36.8209206987","37.6104831206","38.897441835","39.1336407262","40.6465021557","38.5434679761","",
"Liberia","LBR","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.29","5.95","4.5546330495","5.770447705","6.8832693829","7.0011598759","6.6158569934","5.4956178156","7.2854775787","7.5246993348","9.5177804277","8.5368485303","7.1040773888","7.430822576","7.9206189029","7.8253635859","",
"Libya","LBY","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25","5.17","10.5982515367","12.4230733128","13.2087011961","10.0802754981","9.308240586","7.4582768309","6.986060042","14.0921546775","15.4600585015","18.8533265372","9.8186966075","11.6174311799","14.4248698203","14.6991839532","",
"St. Lucia","LCA","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.72","5.6756391391","7.3236943985","6.8177210958","6.4952818357","6.5121374864","5.7998662521","7.8329054003","7.9727622869","7.9325347015","7.3333900102","7.1241318519","7.1344851705","7.3788358464","6.6719463181","",
"Latin America & Caribbean","LCN","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.68","33.36","33.9892667139","39.7077258995","40.1774202346","36.2780345335","37.4915282639","40.1330937415","40.5149194924","39.7160102845","43.5569332735","49.2201120546","53.8119025342","61.2628842211","62.6136162208","62.1218951285","",
"Lower middle income","LMC","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.22","5.88","6.8969636468","8.004672736","7.6089214212","8.3750074031","10.7677750276","10.3766230958","13.1725369059","11.8896656355","12.085521027","13.72550478","14.8130747382","12.9146484108","20.257617644","20.6888813803","",
"Luxembourg","LUX","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.37","5.82","7.6253942638","7.0481394305","6.0071547654","7.4706591424","7.5667062827","6.5356635021","8.2594948301","7.2278646987","8.1827116515","7.5771250884","7.9186587915","6.7841058648","8.4859346453","11.2328463456","",
"Macao SAR, China","MAC","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.39","8.68","12.0476225782","13.3290917806","29.6901063854","36.7174099286","48.8115912251","47.6576146578","50.2552088199","51.0817938914","57.5202403082","57.8287049363","61.7418895156","63.6810834228","65.0408939474","58.1851920081","",
"Monaco","MCO","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9504206983","0.5483110781","0.5483110781","0.6837881984","0.6837881984","0.6837881984","0.6837881984","0.657734906","",
"Madagascar","MDG","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","6.83","10.1420085564","8.8075403369","9.533470346","8.095036156","7.9110523162","8.7740874722","13.1977210809","13.3892492399","12.5588806011","10.6657718561","10.5064725658","9.308957995","9.7066746223","9.1637404435","",
"Maldives","MDV","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15","4.08","3.2531567019","3.8275039623","2.8390891349","6.2185937156","6.1758753354","6.6784256502","2.9890531672","7.8011602588","7.6914214454","3.1242371424","7.3800478211","3.1304301278","7.219746262","7.4210559233","",
"Middle East & North Africa","MEA","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.29","25.49","31.1331724323","31.6787463982","32.833972701","34.7959500752","34.8655835938","37.2880664259","37.350046138","39.9158556491","39.1809355467","42.4301556034","46.3055688741","43.9857929601","46.1130543294","45.4947958804","",
"Marshall Islands","MHL","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.49","3.68","4.4353754095","5.3295836272","4.4353754095","4.8851169084","3.8050304769","4.0492899542","4.7962387497","6.7554021058","4.9285988442","5.6826972933","6.3682872739","7.7049330526","7.4847707972","4.9186997301","",
"Middle income","MIC","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.53","25.7","28.9956084884","31.1235605256","31.4567038141","35.9760582113","34.5951851358","37.3399661328","37.3991231726","40.9229860944","42.0895722877","44.0964343207","47.8153494621","44.6116791357","46.30164675","46.6834351396","",
